sentence,entities
List of mayors of Uster,[]
"`` He died , age 78 , in Los Angeles on November 10 , 1946 .","[['Los Angeles', (147749, 147750), 'LOC']]"
' '' Burie '' ',"[['Burie', (147759, 147759), 'LOC']]"
Warren G featuring Nate Dogg,"[['Warren G', (147762, 147763), 'PER']]"
"Performing in Jerusalem at the final in March , he achieved a respectable fifth place with 80 points .","[['Jerusalem', (147769, 147769), 'LOC']]"
' '' Anastase Murekezi '' ' ( 1952â ),"[['Anastase Murekezi', (147788, 147789), 'PER']]"
The program expanded in 2006 to Calgary .,"[['Calgary', (147801, 147801), 'LOC']]"
"In 1995 , he joined Lausanne Sports but failed to make an impact and left for FC Sion a year later .","[['Lausanne Sports', (147808, 147809), 'ORG'], ['FC Sion', (147819, 147820), 'ORG']]"
"1855 â Lager Beer Riot , Chicago , Illinois","[['Lager Beer Riot', (147827, 147829), 'ORG']]"
' '' Robyn Geraghty '' ',"[['Robyn Geraghty', (147836, 147837), 'PER']]"
Norman Fisher ( public servant ),[]
Andrei Kirilenko ( 3 ),"[['Andrei Kirilenko', (147846, 147847), 'PER']]"
Lady Anne Somerset,[]
: Dennis Smith '' ( First round ),"[['Dennis Smith', (147855, 147856), 'PER']]"
' '' National League '' ',"[['National League', (147864, 147865), 'ORG']]"
"Mill Bay , British Columbia",[]
' '' Movie Mania '' ',"[['Movie Mania', (147875, 147876), 'LOC']]"
CDA - 2 seats*,"[['CDA', (147879, 147879), 'ORG']]"
Centre Party ( Norway ),[]
BohÃ³rquez]] was executed and displayed in Lima .,"[['Lima', (147894, 147894), 'LOC']]"
"He retired to London about six or seven years before his death , which occurred in 1831 .","[['London', (147899, 147899), 'LOC']]"
' '' Firestone Tournament of Champions '' ',"[['Firestone Tournament of Champions', (147916, 147919), 'ORG']]"
"'' Cnephasia gueneeana '' ( Duponchel , 1836 )","[['Cnephasia gueneeana', (147923, 147924), 'LOC']]"
"Chicago , Illinois , United States","[['Chicago , Illinois', (147931, 147933), 'ORG']]"
"Cornland , Illinois",[]
' '' Highest Checkout : ' '' Raymond van Barneveld 144,"[['Raymond van Barneveld', (147947, 147949), 'PER']]"
It was formerly confused with the North Atlantic species Dendronotus frondosus '' .,"[['North Atlantic', (147957, 147958), 'ORG'], ['Dendronotus frondosus', (147960, 147961), 'LOC']]"
"Antioch , California",[]
"It also has branches in Somalia , Djibouti , Saudi Arabia , the United Arab Emirates and Uganda .","[['Somalia', (147972, 147972), 'LOC'], ['Djibouti', (147974, 147974), 'LOC'], ['Saudi Arabia', (147976, 147977), 'LOC'], ['United Arab Emirates', (147980, 147982), 'LOC'], ['Uganda', (147984, 147984), 'LOC']]"
' '' Canada ' '',"[['Canada', (147988, 147988), 'LOC']]"
' '' Justin Leonard '' ' ( n / a ),"[['Justin Leonard', (147993, 147994), 'PER']]"
"He was however still part of K.V.C. Westerlo , as he was on loan to Oud-Heverlee Leuven .","[['K.V.C. Westerlo', (148008, 148009), 'ORG'], ['Oud-Heverlee Leuven', (148017, 148018), 'ORG']]"
This is part of the Church of England Diocese in Europe .,"[['Church of England', (148025, 148027), 'ORG'], ['Diocese in Europe', (148028, 148030), 'LOC']]"
Paul-Martin Gallocher de Lagalisserie,[]
"Lee County , Virginia ( northeast )","[['Lee County , Virginia', (148036, 148039), 'LOC']]"
( see Fecal transplant ) .,"[['Fecal transplant', (148045, 148046), 'ORG']]"
Architect of the Capitol : Thomas U. Walter,"[['Architect of the Capitol', (148049, 148052), 'ORG']]"
Enns ( river ),[]
"Mullica Hill , New Jersey",[]
Sergio GarcÃ­a ( 6 ),"[['Sergio GarcÃ\xada', (148066, 148067), 'PER']]"
"' '' Dewey F. Bartlett , Jr . '' '","[['Dewey F. Bartlett , Jr .', (148073, 148078), 'PER']]"
Daniel Chanis PinzÃ³n,[]
Ngati Porou East Coast,[]
"But the influence of the Roman rite has gradually gone much beyond this , and has superseded almost all the local uses .","[['Roman rite', (148093, 148094), 'ORG']]"
South Yorkshire Passenger Transport Executive,[]
** Injury replacement player for Shaun Ontong .,"[['Shaun Ontong', (148121, 148122), 'PER']]"
Pedro de Quevedo y Quintano,[]
"Cartigny , Switzerland",[]
"McLeod County , Minnesota",[]
Natalie Imbruglia - `` Counting down the days '' ( 2005 ),"[['Natalie Imbruglia', (148136, 148137), 'PER'], ['Counting down the days', (148140, 148143), 'ORG']]"
Sogozha ( near Poshekhonye ),"[['Sogozha', (148148, 148148), 'LOC'], ['Poshekhonye', (148151, 148151), 'LOC']]"
The building was almost completely destroyed during the revolution .,"[['revolution', (148161, 148161), 'ORG']]"
Appropriation ( No. 3 ) Act 2005,[]
The Life & Times of Tim '',"[['The Life & Times of Tim', (148170, 148175), 'ORG']]"
": : ''Main articles : Little Hungarian Plain , Transdanubia , Great AlfÃ¶ld .","[['Little Hungarian Plain', (148182, 148184), 'LOC'], ['Transdanubia', (148186, 148186), 'LOC'], ['Great AlfÃ¶ld', (148188, 148189), 'ORG']]"
Communes of the Manche department,[]
"In early 2010 , she toured South Korea with wrestlers including Raven , Scotty 2 Hotty , Eugene , and Billy Gunn .","[['South Korea', (148202, 148203), 'LOC'], ['Raven', (148207, 148207), 'PER'], ['Scotty 2 Hotty', (148209, 148211), 'PER'], ['Eugene', (148213, 148213), 'PER'], ['Billy Gunn', (148216, 148217), 'PER']]"
List of heads of state of the Comoros,[]
It was described by Mabille in 1900 .,"[['Mabille', (148231, 148231), 'PER']]"
Duncan and Isadora Quagmire ask the Baudelaires to sit with them .,"[['Duncan and Isadora Quagmire', (148235, 148238), 'ORG']]"
Andreessen ( disambiguation ),[]
Calliostoma pulchrum '' ( C.B .,"[['Calliostoma pulchrum', (148251, 148252), 'LOC']]"
His cover for ''FutureQuake '' 6 was featured in a full-page reprint in the Judge Dredd Megazine '' ( Feb 2006 ) .,"[['Judge Dredd Megazine', (148271, 148273), 'ORG']]"
Slaughterhouse Five '' by Kurt Vonnegut,"[['Slaughterhouse Five', (148280, 148281), 'ORG']]"
Blink-182 â `` All the Small Things '',"[['Blink-182', (148286, 148286), 'ORG'], ['All the Small Things', (148289, 148292), 'ORG']]"
2008â09 Football League One,[]
"He went on to defeat David Gilbert 6â2 in the last 32 , but lost 3â6 to Stephen Maguire in the last 16 .","[['David Gilbert', (148303, 148304), 'PER'], ['Stephen Maguire', (148315, 148316), 'PER']]"
*1985 : Back to the Future Soundtrack '' ; producer,"[['Back to the Future Soundtrack', (148324, 148328), 'ORG']]"
"He is a former member of Palladium and is part of The Wilson Pickers , performs in a duo with Danny Widdicombe and has a solo career .","[['Palladium', (148338, 148338), 'ORG'], ['The Wilson Pickers', (148343, 148345), 'ORG'], ['Danny Widdicombe', (148352, 148353), 'PER']]"
"According to Ned Sublette , the genre was particularly innovative , asserting that `` âBabalÃºâ was a forerunner of the kind of record Elvis Presley would make fifteen years later '' .","[['Ned Sublette', (148362, 148363), 'PER'], ['Elvis Presley', (148383, 148384), 'PER']]"
Arthur Godfrey - Unknown date,"[['Arthur Godfrey', (148392, 148393), 'PER']]"
"*Southwest , based in Springfield",[]
She was known professionally as Grace S. Richmond .,"[['Grace S. Richmond', (148407, 148409), 'PER']]"
"She had one son by her last marriage , Frederick Henry , Prince of Orange ( 29 January 1584 â 14 March 1647 )","[['Frederick Henry , Prince of Orange', (148420, 148425), 'PER']]"
"Hollywood Casino Lawrenceburg â Lawrenceburg , Indiana","[['Hollywood Casino Lawrenceburg', (148435, 148437), 'ORG']]"
Taio Cruz featuring Flo Rida,"[['Taio Cruz', (148442, 148443), 'PER']]"
'' Farscape '' - Claudia Black,"[['Farscape', (148448, 148448), 'PER']]"
"West Bridgewater , Massachusetts",[]
68â86 Bar and Restaurant,[]
List of dinosaur-bearing rock formations,[]
' '' Zulfahmi Khairuddin '' ',"[['Zulfahmi Khairuddin', (148468, 148469), 'PER']]"
Fluor Field at the West End,[]
"He died at Bentley with Arksey , Yorkshire on 20 November 1951 .","[['Bentley with Arksey', (148481, 148483), 'LOC'], ['Yorkshire', (148485, 148485), 'LOC']]"
*96.1 MHz Zinc96 â Active rock - Grant Broadcasters,"[['Zinc96', (148493, 148493), 'ORG'], ['Active rock', (148495, 148496), 'PER']]"
Superboy '' 25,"[['Superboy', (148500, 148500), 'ORG']]"
'' Platyzoma microphyllum '' R.Br .,"[['Platyzoma microphyllum', (148504, 148505), 'ORG']]"
The Karaite tradition originated in Abbasid Baghdad .,"[['Karaite', (148510, 148510), 'ORG'], ['Abbasid', (148514, 148514), 'ORG'], ['Baghdad', (148515, 148515), 'LOC']]"
"Locust Grove , Virginia",[]
"November 2013âJanuary 2014 : ''Stasis , '' Trine SÃ¸ndergaard",[]
Paul Millsap ( 19 ),"[['Paul Millsap', (148530, 148531), 'PER']]"
Campeonato Brasileiro SÃ©rie B : 2010,"[['Campeonato Brasileiro SÃ©rie B', (148535, 148538), 'ORG']]"
`` Walk Away RenÃ©e '' - The Left Banke,"[['Walk Away RenÃ©e', (148542, 148544), 'ORG']]"
James Frankland Briggs,[]
"'' Caenides dacena '' ( Hewitson , 1876 )","[['Caenides dacena', (148554, 148555), 'LOC']]"
The hostplant for the species is Polyalthia longifolia '' .,"[['Polyalthia longifolia', (148568, 148569), 'LOC']]"
From 2009 to 2012 she served as Deputy of the LXI Legislature of the Mexican Congress representing Chiapas .,"[['LXI Legislature of the Mexican Congress', (148582, 148587), 'PER'], ['Chiapas', (148589, 148589), 'LOC']]"
Kevin van der Perren Jorik Hendrickx,"[['Kevin van der Perren', (148591, 148594), 'PER']]"
"The main governing body is the Norwegian Ministry of Transport and Communications , which performs operations through numerous subsidiaries .","[['Norwegian Ministry of Transport and Communications', (148603, 148608), 'ORG']]"
Forest Ridge School of the Sacred Heart,[]
"Oklahoma City , Oklahoma","[['Oklahoma City', (148624, 148625), 'ORG']]"
Charlene P. Kammerer ( D .,"[['Charlene P. Kammerer', (148628, 148630), 'PER']]"
"The Guardian '' , November 14 , 2005 .","[['The Guardian', (148634, 148635), 'ORG']]"
"St Peter 's Church , Stainforth",[]
Hans Gildemeister '' ( Third Round ),"[['Hans Gildemeister', (148649, 148650), 'PER']]"
"Patrick of Salisbury , 1st Earl of Salisbury",[]
"' '' Files Crossroad '' ' is an unincorporated community in Berkeley County , West Virginia .","[['unincorporated community', (148672, 148673), 'ORG'], ['Berkeley County', (148675, 148676), 'LOC'], ['West Virginia', (148678, 148679), 'LOC']]"
Jack Johnson ( 2008 ),"[['Jack Johnson', (148681, 148682), 'PER']]"
The competition was won for the fourth time by Lancashire County Cricket Club .,"[['Lancashire County Cricket Club', (148695, 148698), 'ORG']]"
Tiree ( ''Tiriodh '' ),"[['Tiree', (148700, 148700), 'LOC']]"
"He was born at Sawston , Cambridgeshire , and died at New Barnet , then in Hertfordshire .","[['Sawston', (148709, 148709), 'LOC'], ['Cambridgeshire', (148711, 148711), 'LOC'], ['New Barnet', (148716, 148717), 'LOC'], ['Hertfordshire', (148721, 148721), 'LOC']]"
IsmÃ©nia do Frederico,[]
"Del Rey Oaks , California",[]
"Baudouin , Daniel Georges Marc",[]
"Guy Douglas Arthur Fleetwood Wilson , administrator","[['Guy Douglas Arthur Fleetwood Wilson', (148736, 148740), 'ORG']]"
"Eric Bossick , Akiko MonÅ , Shinya Tsukamoto","[['Eric Bossick', (148743, 148744), 'ORG'], ['Akiko MonÅ\x8d', (148746, 148747), 'PER']]"
FIFA World Cup URUGUAY 1930 ====,"[['FIFA World Cup URUGUAY 1930', (148751, 148755), 'ORG']]"
"92 Speedway , Indiana $ 21,467","[['Speedway , Indiana', (148758, 148760), 'LOC']]"
Hungarian Socialist Party,[]
"Purdy , Missouri â $ 10,662","[['Purdy , Missouri', (148766, 148768), 'LOC']]"
Have You Seen Andy ? '',"[['Have You Seen Andy ?', (148772, 148776), 'ORG']]"
"Jim Speers , 1966","[['Jim Speers', (148778, 148779), 'ORG']]"
Marcia Cross as Dr. Kimberly Shaw ( 31 episodes ),"[['Marcia Cross', (148782, 148783), 'PER'], ['Dr. Kimberly Shaw', (148785, 148787), 'PER']]"
Kid Rock and Sheryl Crow,"[['Kid Rock', (148792, 148793), 'PER']]"
Elizabeth RÃ¶hm as Kate Lockley ( A ),"[['Elizabeth RÃ¶hm', (148797, 148798), 'ORG'], ['Kate Lockley', (148800, 148801), 'PER']]"
'' Union County '' ',"[['Union County', (148806, 148807), 'LOC']]"
Ministry of International Trade and Industry ( Malaysia ),[]
William Paul â CD Aves â 2005â2007,"[['William Paul', (148819, 148820), 'ORG'], ['CD Aves', (148822, 148823), 'ORG']]"
"Baricheh , Karun",[]
In February 2013ï¼Song moved to China League Two side Qinghai Senke on a one-year loan deal .,"[['China League Two', (148834, 148836), 'ORG'], ['Qinghai Senke', (148838, 148839), 'ORG']]"
' '' SaignelÃ©gier '' ',"[['SaignelÃ©gier', (148848, 148848), 'LOC']]"
The Jamie Kennedy Experiment '',"[['The Jamie Kennedy Experiment', (148851, 148854), 'PER']]"
List of fast-food chicken restaurants,[]
Zohur Ahmed Chowdhury Stadium Chittagong,"[['Zohur Ahmed Chowdhury Stadium', (148861, 148864), 'LOC']]"
"Great spotted cuckoo , ''Clamator glandarius ''","[['Great spotted cuckoo', (148866, 148868), 'LOC']]"
Marvel Cinematic Universe tie-in comics,[]
1944 Ernest W. Goodpasture,[]
Ngo Dinh Diem,[]
2012â13 Martyr 's Memorial A-Division League,[]
Meagan Duhamel / Eric Radford,"[['Meagan Duhamel', (148891, 148892), 'PER']]"
"Falaknuma â Lingampally route ( MMTS , Hyderabad )",[]
"He was elected to the Norwegian Parliament from SÃ¸r-TrÃ¸ndelag in 1985 , and was re-elected on two occasions .","[['Norwegian Parliament', (148910, 148911), 'ORG'], ['SÃ¸r-TrÃ¸ndelag', (148913, 148913), 'LOC']]"
"Thailand and the United Arab Emirates hold third spot jointly , with an 8 % share .","[['Thailand', (148924, 148924), 'LOC'], ['United Arab Emirates', (148927, 148929), 'LOC']]"
** 2012 - Mohammad Keshavarz,[]
"Anna Wallner - reporter / anchor ( 1994â1999 ) , was host of The Shopping Bags '' , now hosting Anna & Kristina 's Grocery Bag '' and Anna & Kristina 's Beauty Call '' )","[['Anna Wallner', (148946, 148947), 'PER'], ['The Shopping Bags', (148959, 148961), 'ORG'], [""Anna & Kristina 's Grocery Bag"", (148966, 148971), 'ORG'], [""Anna & Kristina 's Beauty Call"", (148974, 148979), 'ORG']]"
"GÃ¶hren , Thuringia",[]
'' Rashtrakuta '' ' â Govinda III ( 793â814 ),"[['Rashtrakuta', (148986, 148986), 'ORG'], ['Govinda III', (148990, 148991), 'PER']]"
Joanne Woodward ( 2-14-76 ),"[['Joanne Woodward', (148995, 148996), 'PER']]"
Alvin Plantinga ( born 1932 ) .,"[['Alvin Plantinga', (149000, 149001), 'PER']]"
Charles IV of France,[]
Pat McAfee â Also played soccer at West Virginia University .,"[['Pat McAfee', (149011, 149012), 'PER'], ['soccer', (149016, 149016), 'ORG'], ['West Virginia University', (149018, 149020), 'ORG']]"
Christine Tucci ... Woman Singer,"[['Christine Tucci', (149022, 149023), 'PER']]"
"Charles Goren , Helen Sobel","[['Charles Goren', (149027, 149028), 'PER']]"
Boyz II Men DJ Jazzy Jeff & The Fresh Prince,"[['Boyz II Men', (149032, 149034), 'ORG']]"
Protected areas of Queensland,[]
List of GM factories,[]
' '' With Bill Barron '' ',"[['Bill Barron', (149053, 149054), 'PER']]"
2000â01 Cymru Alliance,[]
"Len Gabrielson , OF , 1967â1970","[['Len Gabrielson', (149060, 149061), 'PER']]"
52 ( Kasper Schmeichel ),"[['Kasper Schmeichel', (149068, 149069), 'PER']]"
Writer Brian Lynch confirmed the reference and attributed their inclusion to artist Franco Urru .,"[['Brian Lynch', (149072, 149073), 'PER'], ['Franco Urru', (149083, 149084), 'PER']]"
*1978 â Duncan Cummings ' '' 10 '' ',"[['Duncan Cummings', (149088, 149089), 'PER']]"
Castillon ( Canton of Arthez-de-BÃ©arn ),[]
Temple University ( SEPTA station ),[]
Jankoji Rao Scindia I ( 25 July 1755 â 15 January 1761 ) .,"[['Jankoji Rao Scindia I', (149107, 149110), 'ORG']]"
He plays as a defender .,"[['defender', (149125, 149125), 'PER']]"
2168 ( Yeadon ),"[['Yeadon', (149129, 149129), 'LOC']]"
Earl of Shannon,[]
"21 June 2000 , Slovenia 0â0 Norway","[['Slovenia', (149138, 149138), 'ORG']]"
"In 1993 he debuted for the Sydney Swans , where he played until 1995 .","[['Sydney Swans', (149147, 149148), 'ORG']]"
"Elected mainly on his performances with Toronto Blue Jays and New York Yankees , grew up in Ocean Beach , San Diego","[['Toronto Blue Jays', (149162, 149164), 'ORG'], ['New York Yankees', (149166, 149168), 'ORG']]"
He is currently a deputy presenter on BBC Radio 6 Music .,"[['BBC Radio 6 Music', (149185, 149188), 'ORG']]"
Hayden Fry â 1964â1972,"[['Hayden Fry', (149190, 149191), 'PER']]"
Horizon in the Middle of Nowhere,[]
'' Puccinia schedonnardii '',"[['Puccinia schedonnardii', (149201, 149202), 'LOC']]"
P. J. Tucker,[]
' '' Jason Hu '' 'è¡å¿å¼· '' HÃº ZhÃ¬qiÃ¡ng '' ( 1948â ),"[['Jason Hu', (149209, 149210), 'PER']]"
"Kilmuir , Easter Ross",[]
2013 : Jabari Parker,[]
"SPD 21,9 % ( +0,4 ) - 9 Seats ( = )","[['SPD', (149228, 149228), 'ORG']]"
He died on 12 February 1305 at Amberley .,"[['Amberley', (149247, 149247), 'LOC']]"
"Helmsburg , Indiana",[]
'' Cameron Diaz '',"[['Cameron Diaz', (149253, 149254), 'PER']]"
"After his father 's death , his mother marries Vijayaraghavan .","[['Vijayaraghavan', (149265, 149265), 'PER']]"
''all songs by Paul Field '',"[['Paul Field', (149270, 149271), 'PER']]"
"Tokushima , Tokushima","[['Tokushima ,', (149273, 149274), 'LOC']]"
Benny Parsons and Ned Jarrett,"[['Benny Parsons', (149276, 149277), 'PER']]"
Rizzo the Rat as Wilhem Grimm,"[['Rizzo the Rat', (149281, 149283), 'PER']]"
Arthur Schopenhauer ( 1788â1860 ) .,"[['Arthur Schopenhauer', (149287, 149288), 'PER']]"
The present faÃ§ade is an 18th-century composition by Robert de Cotte .,"[['Robert de Cotte', (149301, 149303), 'PER']]"
"Louis I , Duke of OrlÃ©ans",[]
' '' Turk Farrell '' ' ( 3â2 ),"[['Turk Farrell', (149313, 149314), 'PER']]"
"Gardner Fox , Mike Sekowsky","[['Gardner Fox', (149320, 149321), 'PER']]"
"Michael James Robert Dillon , 12th Earl of Roscommon ( 1798â1850 )","[['Michael James Robert Dillon , 12th Earl of Roscommon', (149325, 149333), 'PER']]"
Villar del Buey,[]
Liverpool F.C. 0â2 Arsenal F.C. ( 26 May 1989 ),[]
Communes of the Eure department,[]
Frans Banninck Cocq,[]
' '' Gloria Ehret ( 1 ) ' '',"[['Gloria Ehret', (149360, 149361), 'PER']]"
List of Swedish language writers,[]
Hamish Gard from NTT Docomo Red Hurricanes,"[['Hamish Gard', (149372, 149373), 'PER']]"
Its local government areas are the Cities of Brimbank and Hume .,"[['local government areas', (149380, 149382), 'ORG'], ['Brimbank', (149387, 149387), 'LOC'], ['Hume', (149389, 149389), 'LOC']]"
"Merged with Alterswilen , Altishausen , Dotnacht , Hugelshofen , Lippoldswilen , Neuwilen and Siegershausen","[['Alterswilen', (149393, 149393), 'LOC'], ['Altishausen', (149395, 149395), 'LOC'], ['Dotnacht', (149397, 149397), 'LOC'], ['Hugelshofen', (149399, 149399), 'LOC'], ['Lippoldswilen', (149401, 149401), 'LOC'], ['Neuwilen', (149403, 149403), 'LOC']]"
"The Adventures of Brisco County , Jr . ''","[['The Adventures of Brisco County , Jr .', (149406, 149413), 'ORG']]"
It is known from north-eastern Algeria .,"[['Algeria', (149420, 149420), 'LOC']]"
"The most important locations were PoznaÅ ( OstrÃ³w Tumski ) , Gniezno and OstrÃ³w Lednicki .","[['PoznaÅ\x84', (149427, 149427), 'LOC'], ['OstrÃ³w Tumski', (149429, 149430), 'LOC'], ['Gniezno', (149433, 149433), 'LOC'], ['OstrÃ³w Lednicki', (149435, 149436), 'ORG']]"
